Dates,EW,Forward_rates,Forward_spread
2006-04-28,0.00941854263799253,0.011699531827355026,0.012611415994731114
2006-05-31,-0.0002519264768743286,0.0012709573916027442,-0.0018761116108589279
2006-06-30,0.013568446893931297,0.014730933155572397,0.009272521085041344
2006-07-31,0.01834824780501086,0.018442666904861817,0.015472995019070367
2006-08-31,0.007309595489101424,0.006234310235396508,0.003743349645960797
2006-09-29,0.004006706034324375,0.003493079104654527,0.004056576599297432
2006-10-31,0.01638285389380388,0.01862265085481992,0.016482390623783115
2006-11-30,-0.010938926186471097,-0.00847074845682617,-0.00847074845682617
2006-12-29,-0.004956279273076747,-0.004946958370231455,-0.004946958370231455
2007-01-31,0.018162790095375893,0.015531343458086514,0.015688853409876163
2007-02-28,-0.0008632936691290163,0.0016457183358353855,0.0016457183358353855
2007-03-30,0.006494764038989974,0.007141665636875178,0.007141665636875178
2007-04-30,-0.013350467525471218,-0.010906695519909452,-0.010906695519909452
2007-05-31,-0.004209999077756279,-0.006171287169561822,-0.0036830575220578696
2007-06-29,0.017644221951089067,0.018538182924634775,0.018538182924634775
2007-07-31,0.01407191099310714,0.014972624577608975,0.012981801561077835
2007-08-31,0.009649287298403248,0.014010620840232257,0.0114003794078646
2007-09-28,0.01108445963468258,0.012731230135850048,0.011444607658967347
2007-10-31,0.02376592281853264,0.028234673369640806,0.017520412838541933
2007-11-30,-0.0008665115590557566,-1.3823383017117635e-05,-0.0004430324681959949
2007-12-31,0.01705782318452273,0.022041675280516933,0.015550021328167464
2008-01-31,0.0099674619404962,0.00827531297276749,0.009580514125220674
2008-02-29,0.012534115569549698,0.012007378081429336,0.016973447862126474
2008-03-31,-0.014018351449460356,-0.014288796301193,-0.0246233763200238
2008-04-30,-0.01677176997685788,-0.022461949893922,-0.017039892751439224
2008-05-30,0.0007418991603965896,0.009242568635425342,0.005615645213164972
2008-06-30,0.010741553228350976,0.00863158602426085,0.012258057335886209
2008-07-31,0.005157499298625018,-0.002427866773063684,0.004007067182630975
2008-08-29,-0.005861466314622254,-0.006742818517694375,-0.008917681282890668
2008-09-30,-0.017063954059354132,-0.02858827409923506,-0.03106124202748839
2008-10-31,0.04190400300300422,0.05902730566546154,0.06899488794540515
2008-11-28,0.057004602646261955,0.05039131334675221,0.07082467855584663
2008-12-31,-0.045282203735386495,-0.04172690416503013,-0.04713079800475478
2009-01-30,0.004297728820543233,0.010051295012066934,0.007112086724554737
2009-02-27,0.021371603473804606,0.02650217529468043,0.024304860655388102
2009-03-31,-0.01780593360601172,-0.006633417734963315,-0.017069874538665576
2009-04-30,-0.005985439828855202,0.005412481970943437,-0.0061389612307996754
2009-05-29,0.012906009815219407,0.011167777257506287,0.008212686190392792
2009-06-30,0.0021760290300360256,0.003960849951032309,0.0038786600545635125
2009-07-31,0.010471279865082048,0.015941966252480823,0.015941966252480823
2009-08-31,0.007547609529192708,0.008764517771904737,0.012116512719189058
2009-09-30,-0.0033038059101678343,0.0003415699526918586,-0.0025513902152210213
2009-10-30,0.014446026142653081,0.014602406567499773,0.0201259977481596
2009-11-30,-0.02566640383365155,-0.05110420082495453,-0.04534445913737735
2009-12-31,0.005631241014065036,0.0104703417699976,0.0104703417699976
2010-01-29,0.003342147667803442,-0.0025767199293002837,0.0005593631312086523
2010-02-26,0.005898529873111192,0.0015042552865962514,0.0030287671944631616
2010-03-31,0.0053533929030991495,0.009699512086300082,0.007434464448025342
2010-04-30,-0.008577910669060981,-0.006143256783450967,0.00720680357554495
2010-05-31,0.012951446938001446,0.010067286789345277,0.01958547062695528
2010-06-30,0.024134644088413017,0.022620288159385563,0.018155063155010143
2010-07-30,0.016183934972018383,0.010175547181357502,0.03178212706605611
2010-08-31,0.02089592794650983,0.043826456016642125,0.024152058876422064
2010-09-30,0.008923833434948292,0.022502412277340383,-0.006231887923056545
2010-10-29,-0.026511120602646404,-0.03021543157478464,-0.02835883430065849
2010-11-30,0.0042487093357373735,-0.01408432126193256,-0.011733333138296458
2010-12-31,-0.007932544307696023,-0.005443921071967235,-0.003622344635062493
2011-01-31,0.00928426943056853,0.018348754010829776,0.008881343846635697
2011-02-28,0.00820545332687322,0.008858959063827875,0.0066842279372167695
2011-03-31,0.02536032743886926,0.042713108689851446,0.0313973462870917
2011-04-29,0.0048720252204321685,-0.0028032610329131267,0.0123552933788064
2011-05-31,0.000659400980056768,0.0017891304880634897,0.001113652616781131
2011-06-30,0.0150408896768041,0.03732565843186572,0.029485953261791896
2011-07-29,0.02626482716809724,0.02225279156279154,0.03280152986017264
2011-08-31,-0.01584381461087274,-0.029945742123131606,-0.012473328381030593
2011-09-30,0.010841834392533957,0.023332425465540332,0.02548541255554308
2011-10-31,-0.013740760939512838,-0.027478071499641942,-0.016000147708405073
2011-11-30,0.01292067645051256,0.005896119748090334,0.010280034826643056
2011-12-30,0.019856073086266204,0.021505402572378266,0.012634292209720387
2012-01-31,0.01134476396042494,0.025299436792406833,0.007447544293604573
2012-02-29,-0.010917236233326666,-0.007702676045869409,-0.007159497206777173
2012-03-30,0.009621495927053378,0.012364548103820587,0.011493581205004317
2012-04-30,0.004631434528752755,-0.03603997469576763,-0.008664920474656976
2012-05-31,0.004901759526727867,0.022093013906635865,0.008449261246789429
2012-06-29,0.018254099031275603,0.015049479493504348,0.01275028197124513
2012-07-31,0.004415775114449657,3.0231020246799384e-05,0.00017492870742392324
2012-08-31,0.010140436264375182,0.011728774837367785,0.00701164870546731
2012-09-28,0.0005557117818538542,-0.00251107558793476,-0.0017498468211030378
2012-10-31,0.012018995421388883,0.009187654314063612,0.0067593113056366345
2012-11-30,-0.0018650549161314523,0.008558599583235614,0.0021507047803024097
2012-12-31,-0.005165974443473959,-0.00505612859770067,-0.00265269110934769
2013-01-31,-0.0031185613346546024,-0.0104231356206267,-0.004414085428642179
2013-02-28,0.00996087789389343,0.010473874113517027,0.007656745706686457
2013-03-29,0.02098756730892717,0.015379270739986559,0.011125067150576116
2013-04-30,-0.03539446111799031,-0.03866243850907657,-0.02639151134129315
2013-05-31,-0.026850532846350857,-0.008921174889409468,-0.015131430123564627
2013-06-28,0.006009388615610631,0.003730943195447622,0.00939297821590313
2013-07-31,-0.00996439316037979,-0.01442599597184103,-0.011146599782619095
2013-08-30,0.01923071322513647,0.02238933516712452,0.017880390911133217
2013-09-30,0.012876496992352578,0.008832754772766526,0.009734797806104877
2013-10-31,-0.010710171931400444,-0.01433220683124472,-0.01433220683124472
2013-11-29,-0.010268463586622527,-0.008213028090833588,-0.014211607767679879
2013-12-31,0.015731970456536546,0.016912391193177646,0.029622711965539405
2014-01-31,0.010123916149840295,0.010927233214703342,0.01108673232309039
2014-02-28,0.006805833404570525,0.001557827136909218,0.001557827136909218
2014-03-31,0.00970700710391716,0.009714035428640844,0.0062130854011727635
2014-04-30,0.012091827425112117,0.012353844748345272,0.007971972962815758
2014-05-30,0.009792151344111533,0.008772675052272604,0.005984322286924487
2014-06-30,0.0006914231652931237,-0.0065346383911707336,0.0008579275563526923
2014-07-31,0.014953577643178586,0.014529079012483632,0.010724513363229438
2014-08-29,-0.013976913513111238,-0.007069966182137455,-0.006183226760744856
2014-09-30,0.00819811185672963,0.0075398821911881525,0.009878024848999146
2014-10-31,0.008106172652085694,-0.004069787595751903,0.008023420578745562
2014-11-28,-0.00021852147839477673,-0.007506195871488937,0.0023031698490660942
2014-12-31,0.0022629813106943824,-0.018686025464910497,-0.0037065838103500426
2015-01-30,-0.0017682529459035153,-0.005931367074515693,-0.005931367074515693
2015-02-27,-0.004162565261784168,-0.006310961718133748,-0.00998095662581171
2015-03-31,0.0026335957691016104,0.005248451006819179,0.012216742220832258
2015-04-30,-0.011883594601894476,-0.007092967308491207,-0.005195945380604268
2015-05-29,-0.01070078321301773,-0.0049241424512121166,-0.0007843542680304378
2015-06-30,0.006676664643206742,-0.0055623060742029905,0.004017127165293177
2015-07-31,-0.004129535914528128,0.008201819183114816,0.00397020627547402
2015-08-31,0.007748144289234952,0.007256956315061864,0.009830195312738321
2015-09-30,0.0069669402885023405,0.002572131677207788,-7.625180824059972e-06
2015-10-30,-0.004831704807507709,-0.015064465756215692,-0.016151491239549468
2015-11-30,-0.005956945763483128,0.00030901308323234193,0.0011699948344016178
2015-12-31,0.013228958494676766,0.013736587365639747,0.011471438478820935
2016-01-29,0.016600315349080796,0.01321061370951445,0.012252525797974414
2016-02-29,0.01937440353142946,0.014247281152081855,0.028399898851064604
2016-03-31,-0.0035663551183480894,-0.007300905938753349,-0.0026789084560093646
2016-04-29,-0.0033119210853392337,-0.008534181806763496,-0.014382813972097945
2016-05-31,0.019069779235683097,0.0223621582999449,0.021881792821519877
2016-06-30,0.008393009592270852,0.01170004776972862,0.009348676387021665
2016-07-29,-0.004345829932742575,-0.0033723465449956094,-0.006536217630269632
2016-08-31,0.002179121835545681,0.00492929478793547,0.010401904524395565
2016-09-30,-0.03135324918981319,-0.027232071632947073,-0.02036502715281632
2016-10-31,-0.025402492717261842,-0.028253596119575626,-0.029048098213211384
2016-11-30,0.0008978662892108254,0.004146433712382692,0.005089265803208986
2016-12-30,0.002506879684447658,0.0012028735089366696,-0.007129069693181449
2017-01-31,0.010496882141399556,0.001901337960015393,0.00805493626559895
2017-02-28,-0.0012405591453938918,-9.360496750499441e-05,-0.0002327683468862868
2017-03-31,0.008079733562567073,-0.000944271361787893,0.009135032785621175
2017-04-28,0.010249673603370427,0.013494926880970058,0.014476640518206546
2017-05-31,0.002113302910335742,-0.0019502444801535635,0.0012268662022652639
2017-06-30,0.011754552538634583,0.011604380764878942,0.012027943339038984
2017-07-31,0.011478707864213058,0.008145334412404474,0.012021042550056106
2017-08-31,-0.007818243487286134,-0.007263865978286909,-0.007263865978286909
2017-09-29,0.00033411161616069386,0.008414578427384077,0.008572060179631701
2017-10-31,0.008241103269663218,0.009934000257877846,0.012722541373938159
2017-11-30,0.007297275860231431,-0.004957856270952395,-0.004957856270952395
2017-12-29,0.002282525402300328,3.172257002239764e-05,-0.004943194689322857
2018-01-31,-0.010303939221322432,-0.003080937053804877,0.0018428190727657558
2018-02-28,0.013792970474356708,0.012328506813428407,0.0216388243191757
2018-03-30,-0.012012445689505982,-0.0013722478624595001,-0.0060890190752916394
2018-04-30,-0.005720419329633456,0.004736004771836893,-0.021575484040811634
2018-05-31,0.0007760924524658859,0.004685153205824533,0.007002921974123817
2018-06-29,-0.001491178304327117,9.149429781902781e-05,-0.0005572015903990305
2018-07-31,0.0018632984677220733,0.009600966194174138,0.011219743888358941
2018-08-31,-0.0035756371642254475,-0.004642045155303675,-0.004642045155303675
2018-09-28,-0.009582117718792001,-0.0028467809969332674,-0.0028467809969332674
2018-10-31,0.015802049517966245,0.013555230286098084,0.01680190236151777
2018-11-30,0.014216034525252486,0.017538596856269836,0.023636305147331328
2018-12-31,0.016611216213034807,0.023007888641803097,0.010691817157720447
2019-01-31,-0.0032875611407374846,-0.002913435316499778,-0.002913435316499778
2019-02-28,0.015642960334287512,0.01350551833685802,0.018278281500999798
2019-03-29,-0.005914980223834546,-0.005983321327943874,0.001071970034791185
2019-04-30,0.013685212473623736,0.0164693154732364,0.01195100621073375
2019-05-31,0.021991300006892523,0.026133962471306407,0.03289223064873043
2019-06-28,0.004504745714384909,0.018314657179568865,0.009471273897372217
2019-07-31,0.019429281603264046,0.02281533597887965,0.014413373544034517
2019-08-30,-0.005977892526618465,-0.016399581247587898,-0.016399581247587898
2019-09-30,0.0025456643727433423,-0.006120308356263354,-0.006875075104309774
2019-10-31,-0.008466152986847584,-0.004207689185083158,-0.003068716302794678
2019-11-29,0.004384451404199619,0.0027454713535277927,-0.003929872937090492
2019-12-31,0.017803421828961285,0.021942478513476825,0.01559753585518861
2020-01-31,0.003885281534032354,0.005745886903740697,0.011374234441821125
